bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,month_sold,house_age,years_since_reno,recently_renovated,has_basement,sqft_vs_neighbors,dist_to_seattle,top_grade,grade_x_sqft,basement_ratio,zip_median_price
2,1.75,1340,7250,1.0,0,0,5,5,700,640,47.408,-122.327,1830,9750,2,66,66,0,1,-490,0.19826560468220392,0,6700,0.47761194029850745,265000.0
4,2.5,2680,4499,2.0,0,0,3,9,2680,0,47.565,-122.125,2920,4500,3,16,16,0,0,-240,0.21115835290132148,0,24120,0.0,760184.5
3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,47.7028,-122.231,2480,8750,6,36,36,0,1,200,0.13983121969002815,0,21440,0.39925373134328357,445950.0
3,2.0,1370,8336,1.0,0,0,5,7,1370,0,47.7458,-122.331,1770,7288,6,51,51,0,0,-400,0.13960433374362133,0,9590,0.0,375000.0
3,1.75,1560,21000,1.0,0,0,3,7,1560,0,47.4776,-122.337,1070,7920,3,61,61,0,0,490,0.12869331761983502,0,10920,0.0,390000.0
3,1.75,2160,7140,1.0,0,0,4,7,1670,490,47.3026,-122.374,1930,7350,1,37,37,0,1,230,0.30647768271115866,0,15120,0.22685185185185186,268450.0
3,1.5,1340,7912,1.5,0,0,3,7,1340,0,47.7658,-122.339,1480,7940,5,60,60,0,0,-140,0.1597490845044166,0,9380,0.0,375000.0
4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,47.6477,-122.182,3740,35230,1,31,31,0,1,140,0.15573137127758932,1,38800,0.33762886597938147,678000.0
4,2.25,2590,8190,2.0,0,0,4,8,2590,0,47.5619,-122.125,2260,8335,9,35,35,0,0,330,0.21178503252118344,0,20720,0.0,760184.5
3,2.5,1120,1100,2.0,0,0,3,8,820,300,47.6106,-122.31,1590,1795,2,7,7,0,1,-470,0.02253375246157943,0,8960,0.26785714285714285,572000.0
5,2.75,1970,5400,1.0,0,0,3,7,1320,650,47.5868,-122.308,1280,2150,7,29,29,0,1,690,0.03093816413428073,0,13790,0.3299492385786802,450000.0
3,1.0,1220,4800,1.0,0,0,3,6,1220,0,47.6101,-122.307,1200,4800,5,114,114,0,0,20,0.025401181074897892,0,7320,0.0,572000.0
3,1.5,1950,7560,1.0,0,2,4,7,1320,630,47.1976,-121.999,1950,8941,11,40,40,0,1,0,0.5271712909482088,0,13650,0.3230769230769231,279500.0
2,1.0,1350,8220,1.0,0,0,3,7,1060,290,47.7224,-122.358,1540,8280,1,66,66,0,1,-190,0.1190514594618654,0,9450,0.21481481481481482,554000.0
3,2.5,1670,5797,2.0,0,0,3,7,1670,0,47.3505,-122.179,1670,6183,7,27,27,0,0,0,0.2980303675802195,0,11690,0.0,282255.0
4,3.0,2380,5125,1.5,0,0,4,7,1680,700,47.5384,-122.376,1410,5375,4,90,90,0,1,970,0.0807715915405934,0,16660,0.29411764705882354,395750.0
4,3.0,2440,9600,2.0,0,0,5,7,2440,0,47.7044,-122.2,2290,9600,6,54,54,0,0,150,0.16460148845012962,0,17080,0.0,445950.0
2,1.5,1050,3419,2.0,0,0,3,7,1050,0,47.3848,-122.039,1050,3417,7,19,19,0,0,0,0.3673221610521186,0,7350,0.0,342000.0
4,2.75,3130,13412,2.0,0,0,3,9,2140,990,47.6993,-122.102,2260,9984,9,22,22,0,1,870,0.24822090967522611,0,28170,0.31629392971246006,615000.0
5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,47.6627,-122.188,2540,10270,11,29,29,0,1,1550,0.15478068354933186,1,40900,0.4889975550122249,678000.0
4,1.75,1490,10000,1.0,0,0,4,8,1100,390,47.3099,-122.379,2190,8910,4,46,46,0,1,-700,0.29998883312550495,0,11920,0.26174496644295303,268450.0
3,2.5,1900,8744,2.0,0,0,3,8,1900,0,47.62,-122.043,2030,8744,5,28,28,0,0,-130,0.28942917959320286,0,15200,0.0,642000.0
4,1.0,1330,2400,1.5,0,0,4,6,1330,0,47.65,-122.34,1330,4400,4,114,114,0,0,0,0.04450674106244889,0,7980,0.0,550000.0
3,2.25,2230,10026,1.0,0,0,3,8,1430,800,47.6647,-122.153,2230,9340,12,40,40,0,1,0,0.18841194229665245,0,17840,0.35874439461883406,615000.0
3,1.75,1650,9480,1.0,0,0,3,7,1220,430,47.726000000000006,-122.191,1540,8400,8,38,38,0,1,110,0.1850979470442599,0,11550,0.2606060606060606,445950.0
3,1.0,1190,8820,1.0,0,0,3,6,1190,0,47.4616,-122.184,1230,7980,11,56,56,0,0,-40,0.2069849511437994,0,7140,0.0,335000.0
3,2.5,2140,9897,1.0,0,0,4,8,2140,0,47.5505,-122.219,2680,10083,9,56,56,0,0,-540,0.12607180493671385,0,17120,0.0,993500.0
3,2.5,2180,7508,1.0,0,0,4,7,1420,760,47.7606,-122.336,1900,7818,6,53,53,0,1,280,0.15444924732739426,0,15260,0.3486238532110092,375000.0
3,1.0,1060,10228,1.0,0,0,3,7,1060,0,47.7481,-122.3,1570,10228,12,67,67,0,0,-510,0.14548546319134395,0,7420,0.0,375000.0
3,2.5,1690,5025,2.0,0,0,3,8,1690,0,47.2779,-122.347,2550,5001,5,12,12,0,0,-860,0.32863794668297064,0,13520,0.0,268450.0
4,2.0,1970,6480,1.5,0,0,5,7,1130,840,47.5511,-122.312,1500,6480,11,95,95,0,1,470,0.058651683692800397,0,13790,0.4263959390862944,342500.0
3,2.5,2150,4084,2.0,0,0,3,8,2150,0,47.5488,-122.372,1750,2385,7,8,8,0,0,400,0.06990543612624396,0,17200,0.0,395750.0
3,2.5,1910,66211,2.0,0,0,3,7,1910,0,47.5385,-121.911,2330,67268,1,18,18,0,0,-420,0.4265073270179501,0,13370,0.0,462500.0
3,1.75,1350,155073,1.0,0,0,4,7,1350,0,47.4058,-121.994,1560,50965,10,46,46,0,0,-210,0.3930289683980035,0,9450,0.0,342000.0
3,1.0,860,11725,1.0,0,0,4,6,860,0,47.5093,-122.184,1300,9514,3,72,72,0,0,-440,0.17698367156322486,0,5160,0.0,380000.0
3,2.5,1940,14952,2.0,0,0,3,8,1940,0,47.3777,-122.165,2030,10450,11,21,21,0,0,-90,0.2830806598833603,0,15520,0.0,291500.0
3,1.0,1010,5000,1.0,0,0,3,7,1010,0,47.675,-122.394,1680,5000,7,63,63,0,0,-670,0.09254755534318829,0,7070,0.0,529950.0
3,1.5,1300,7370,1.0,0,0,4,7,900,400,47.3025,-122.37,1430,7500,8,39,39,0,1,-130,0.30605571388229313,0,9100,0.3076923076923077,268450.0
3,1.0,910,8450,1.0,0,0,4,6,910,0,47.4787,-122.158,1400,8040,3,53,53,0,0,-490,0.21579402216001703,0,5460,0.0,435000.0
4,1.75,2480,11010,1.0,0,0,4,9,1630,850,47.5378,-122.219,2770,10744,8,49,49,0,1,-290,0.13217477066369812,0,22320,0.34274193548387094,993500.0
3,2.5,2440,4587,2.0,0,0,3,8,2440,0,47.7073,-122.114,2750,4587,9,5,5,0,0,-310,0.2403930531442118,0,19520,0.0,615000.0
3,1.0,1010,5864,1.0,0,0,3,7,1010,0,47.5733,-122.381,1290,5000,2,100,100,0,0,-280,0.058937424443219304,0,7070,0.0,562750.0
2,0.75,900,9600,1.0,0,0,3,6,900,0,47.4604,-122.339,1250,14280,11,74,74,0,0,-350,0.14596318028873032,0,5400,0.0,390000.0
6,3.0,2300,3404,2.0,0,0,3,7,1600,700,47.7067,-122.343,1560,1312,7,95,21,0,1,740,0.10108936640418457,0,16100,0.30434782608695654,375000.0
4,2.25,1550,7579,2.0,0,0,3,8,1550,0,47.354,-122.047,1630,6397,4,22,22,0,0,-80,0.38064005306851373,0,12400,0.0,342000.0
3,2.25,1270,1566,2.0,0,0,3,8,1060,210,47.6647,-122.284,1160,1327,7,1,1,0,1,110,0.07573546065086939,0,10160,0.16535433070866143,675000.0
4,2.5,2240,12032,1.0,0,0,3,9,2240,0,47.6143,-122.017,2520,12368,5,32,32,0,0,-280,0.31520409261302534,0,20160,0.0,642000.0
3,2.5,2714,17936,2.0,0,0,3,9,2714,0,47.3185,-122.275,2590,18386,1,10,10,0,0,124,0.2933116090440328,0,24426,0.0,260000.0
4,2.75,1720,6270,2.0,0,0,3,8,1720,0,47.5458,-122.268,2130,8700,5,37,37,0,0,-410,0.08807366235146398,0,13760,0.0,367500.0
2,1.0,850,16400,1.0,0,0,3,6,850,0,47.4889,-122.299,1100,14459,1,92,92,0,0,-250,0.12188067935484855,0,5100,0.0,235000.0
5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,47.5673,-122.21,3836,20953,2,58,24,0,1,-536,0.128146868865379,0,29700,0.43333333333333335,993500.0
3,2.5,2250,5692,2.0,0,0,3,8,2250,0,47.5133,-122.379,1320,5390,7,15,15,0,0,930,0.10406738201761771,0,18000,0.0,305000.0
2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,47.5884,-122.291,2580,5184,8,68,68,0,1,1320,0.04478894952999068,0,31200,0.5,450000.0
2,1.5,1320,10800,1.0,0,0,4,8,1320,0,47.7145,-122.367,2120,12040,10,68,68,0,0,-800,0.1137844453341514,0,10560,0.0,554000.0
4,2.5,2760,6440,2.0,0,0,3,10,2760,0,47.5836,-122.026,3070,8127,8,16,16,0,0,-310,0.3069331686214454,1,27600,0.0,739999.0
3,2.0,1750,9750,1.0,0,0,3,7,1350,400,47.398,-122.299,1900,10125,6,54,54,0,1,-150,0.21081472908693666,0,12250,0.22857142857142856,265000.0
4,2.25,2330,19436,2.0,0,0,3,8,2330,0,47.7663,-122.215,1910,10055,9,28,28,0,0,420,0.1983542790060211,0,18640,0.0,470000.0
3,2.25,2220,16020,1.0,0,0,4,8,1780,440,47.3758,-122.217,2080,9583,9,49,49,0,1,140,0.25755032517937343,0,17760,0.1981981981981982,282255.0
3,2.25,2020,8379,2.0,0,0,3,7,2020,0,47.3828,-122.023,2020,8031,9,21,21,0,0,0,0.38137956159186037,0,14140,0.0,342000.0
3,2.25,1250,7500,1.0,0,0,5,7,1250,0,47.5123,-122.373,1280,7392,6,73,73,0,0,-30,0.10242079866902147,0,8750,0.0,305000.0
2,2.0,1510,6516,1.0,0,0,3,8,1510,0,47.7076,-122.013,1640,6009,3,10,10,0,0,-130,0.33482349081268825,0,12080,0.0,634900.0
4,2.25,1720,9753,1.0,0,0,4,7,1120,600,47.2922,-122.371,1510,9753,5,37,37,0,1,210,0.3164003950692854,0,12040,0.3488372093023256,268450.0
3,1.0,1430,15246,1.0,0,0,4,7,980,450,47.4075,-122.214,1960,13068,1,54,54,0,1,-530,0.23114778822216864,0,10010,0.3146853146853147,288000.0
3,2.5,1480,4729,2.0,0,0,3,7,1480,0,47.6794,-122.034,2250,4729,3,11,11,0,0,-770,0.3069557785740392,0,10360,0.0,634900.0
2,1.75,1450,15798,2.0,1,4,3,7,1230,220,47.4497,-122.375,2030,13193,4,100,37,0,1,-580,0.1622734112539717,0,10150,0.15172413793103448,390000.0
4,2.75,2280,15347,1.0,0,0,5,7,2280,0,47.5218,-122.164,2280,15347,6,55,55,0,0,0,0.1880982987695499,0,15960,0.0,435000.0
6,2.75,2940,7350,1.0,0,0,3,8,1780,1160,47.3103,-122.339,2120,8236,11,37,37,0,1,820,0.29598043854282313,0,23520,0.3945578231292517,268450.0
2,1.0,1000,10200,1.0,0,0,3,6,1000,0,47.5687,-121.899,1150,13702,11,54,54,0,0,-150,0.4347204389029767,0,6000,0.0,462500.0
3,1.5,2480,5280,1.5,0,0,5,7,1620,860,47.5575,-122.303,2090,4800,9,68,68,0,1,390,0.05673182528352447,0,17360,0.3467741935483871,342500.0
5,4.0,3760,28040,2.0,0,0,3,10,3760,0,47.6489,-122.183,3430,35096,6,32,32,0,0,330,0.15509384255990538,1,37600,0.0,678000.0
3,2.0,2220,94300,1.0,0,0,5,7,1640,580,47.3459,-121.95,2070,80100,4,39,39,0,1,150,0.462338079764144,0,15540,0.26126126126126126,359999.5
4,1.0,1970,4740,1.5,0,0,3,7,1670,300,47.6136,-122.303,1510,4740,3,111,10,1,1,460,0.030026155265034125,0,13790,0.15228426395939088,572000.0
3,3.5,3830,221284,2.0,0,0,3,10,3530,300,47.7641,-122.023,2920,148539,7,22,22,0,1,910,0.347095404752065,1,38300,0.0783289817232376,652475.0
6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,47.3376,-122.324,2600,13988,5,50,50,0,1,1810,0.26872210552911274,0,39690,0.4671201814058957,267475.0
3,1.75,1430,8505,1.0,0,0,4,7,1430,0,47.3173,-122.319,1190,8640,12,47,47,0,0,240,0.2891968533715379,0,10010,0.0,267475.0
2,1.0,830,6000,1.0,0,0,3,6,830,0,47.5308,-122.376,830,4960,10,75,75,0,0,0,0.08724889684116914,0,4980,0.0,395750.0
2,1.0,1430,5000,1.5,0,0,2,7,1430,0,47.6727,-122.299,1450,3750,1,90,90,0,0,-20,0.0742822993720514,0,10010,0.0,567000.0
3,1.0,1300,8316,1.0,0,0,4,6,1300,0,47.3221,-122.216,1260,8316,4,61,61,0,0,40,0.3069071846666382,0,7800,0.0,235000.0
2,1.0,1030,3060,1.0,0,2,4,7,790,240,47.6779,-122.353,1390,3060,8,97,97,0,1,-360,0.07468400096406108,0,7210,0.23300970873786409,550000.0
3,2.5,2740,11872,2.0,0,0,3,9,2740,0,47.3076,-122.395,2570,10377,2,25,25,0,0,170,0.30515302718472276,0,24660,0.0,268450.0
4,2.5,3650,8354,1.0,1,4,3,9,1830,1820,47.6338,-122.072,3120,18841,9,15,15,0,1,530,0.2615602607430972,0,32850,0.4986301369863014,642000.0
2,1.5,720,5120,1.0,0,0,3,6,720,0,47.5218,-122.357,1150,2566,2,61,61,0,0,-430,0.08799642038174336,0,4320,0.0,314250.0
4,2.0,2010,7312,1.0,0,0,4,7,2010,0,47.2785,-122.213,2010,7650,3,39,39,0,0,0,0.3486719088197396,0,14070,0.0,235000.0
3,1.75,1560,3000,1.0,0,0,4,6,770,790,47.6846,-122.345,1390,3000,4,97,97,0,1,170,0.07945420064414697,0,9360,0.5064102564102564,550000.0
3,2.0,1810,7209,1.0,0,0,4,7,1240,570,47.3656,-122.278,1750,7209,9,37,37,0,1,60,0.24660731943719622,0,12670,0.3149171270718232,249000.0
4,2.5,3360,7685,2.0,0,0,3,9,3360,0,47.4369,-122.111,3060,6567,5,14,14,0,0,300,0.27847387669222534,0,30240,0.0,335000.0
3,2.25,1510,36224,2.0,0,0,3,8,1510,0,47.4616,-121.711,1730,36224,4,24,24,0,0,-220,0.6377102555236188,0,12080,0.0,399500.0
3,1.0,1400,3538,1.0,0,0,3,7,800,600,47.5405,-122.27,1620,6331,4,62,62,0,1,-220,0.09040409282770372,0,9800,0.42857142857142855,367500.0
3,2.5,1730,7442,2.0,0,0,3,7,1730,0,47.3507,-122.178,1630,6458,9,28,28,0,0,100,0.29837402701977733,0,12110,0.0,282255.0
2,2.0,1420,9191,1.5,0,2,5,7,1420,0,47.6979,-122.32,1420,6816,5,87,87,0,0,0,0.09249486472231493,0,9940,0.0,567000.0
4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,47.5278,-122.345,1910,7620,10,60,60,0,1,450,0.07945420064414697,0,16520,0.5,314250.0
3,1.75,1580,11455,1.0,0,0,4,7,1200,380,47.4756,-122.147,1550,10650,2,41,41,0,1,30,0.22653558219404984,0,11060,0.24050632911392406,435000.0
3,1.0,1230,10170,1.0,0,0,3,7,1230,0,47.4437,-121.772,1380,10098,11,36,36,0,0,-150,0.5831965877815051,0,8610,0.0,399500.0
4,2.5,2460,4425,2.0,0,0,3,8,2460,0,47.7048,-122.109,2990,5659,8,9,9,0,0,-530,0.24391713756929945,0,19680,0.0,615000.0
3,1.0,1660,4400,1.5,0,0,3,8,1460,200,47.6362,-122.302,1660,4400,12,104,104,0,1,0,0.042497176376783914,0,13280,0.12048192771084337,915000.0
3,1.75,1270,8470,1.0,0,0,4,7,1270,0,47.4207,-122.29,1600,8470,10,55,55,0,0,-330,0.19021740193789038,0,8890,0.0,265000.0
3,2.25,2100,40510,2.0,0,0,3,10,1320,780,47.6154,-122.047,2380,33450,12,36,36,0,1,-280,0.28524840052137007,1,21000,0.37142857142857144,642000.0
2,1.0,770,5040,1.0,0,0,3,5,770,0,47.5964,-122.299,1330,2580,4,85,85,0,0,-560,0.0345202838922181,0,3850,0.0,450000.0
1,0.75,760,10079,1.0,1,4,5,5,760,0,47.4683,-122.438,1230,14267,10,79,79,0,0,-470,0.17387127422320708,0,3800,0.0,465000.0
4,2.5,1700,7280,2.0,0,0,4,7,1700,0,47.4045,-122.171,1950,7475,5,27,27,0,0,-250,0.25813969086523275,0,11900,0.0,288000.0
3,1.0,1120,10701,1.0,0,0,3,7,1120,0,47.5544,-122.358,1130,6350,9,61,61,0,0,-10,0.05791416061724781,0,7840,0.0,314250.0
2,1.0,1070,4500,1.0,0,0,3,7,1070,0,47.6802,-122.29,1320,4465,8,78,78,0,0,-250,0.08513759451616501,0,7490,0.0,567000.0
3,2.5,2070,9900,1.0,0,0,3,8,1420,650,47.2988,-122.371,2070,8250,4,36,36,0,1,0,0.3098515289618572,0,16560,0.3140096618357488,268450.0
4,3.25,5050,20100,1.5,0,2,3,11,4750,300,47.6312,-122.223,3890,20060,5,33,7,1,1,1160,0.11192769987808866,1,55550,0.0594059405940594,1150000.0
4,4.75,5310,57346,2.0,0,0,4,11,5310,0,47.7285,-122.042,4180,47443,10,26,26,0,0,1130,0.31482582486193256,1,58410,0.0,652475.0
2,1.0,1040,7538,1.0,0,0,4,7,1040,0,47.7107,-122.352,1440,7530,5,76,76,0,0,-400,0.10637791124101191,0,7280,0.0,375000.0
3,1.0,1700,11390,1.0,0,0,4,7,1700,0,47.3271,-122.323,1350,8164,10,48,48,0,0,350,0.2792483124389472,0,11900,0.0,267475.0
3,1.0,1300,5898,1.0,0,0,3,7,1300,0,47.5053,-122.255,1320,7619,9,54,54,0,0,-20,0.12698511723820555,0,9100,0.0,278277.0
3,1.75,1080,1306,1.0,0,0,3,7,580,500,47.6601,-122.4,1440,2225,11,61,12,0,1,-360,0.08669267558450973,0,7560,0.46296296296296297,689800.0
3,2.5,2653,4510,2.0,0,0,3,8,2653,0,47.4145,-122.166,2653,4927,3,9,9,0,0,0,0.253649561403133,0,21224,0.0,288000.0
3,2.0,2290,16258,1.0,0,0,5,8,2290,0,47.4672,-122.165,1660,10530,1,55,55,0,0,630,0.21735549222413889,0,18320,0.0,335000.0
4,2.75,3820,26300,2.0,0,0,3,9,2850,970,47.7618,-122.261,1860,12136,11,1,1,0,1,1960,0.17107474974408146,0,34380,0.25392670157068065,445000.0
4,2.5,2210,49375,1.0,0,0,3,8,2210,0,47.3828,-122.071,2670,49385,5,18,18,0,0,-460,0.3436288259154034,0,17680,0.0,342000.0
3,1.75,2390,6000,1.0,0,0,3,6,1240,1150,47.5362,-122.268,2020,6000,5,107,107,0,1,370,0.09491475122445174,0,14340,0.4811715481171548,367500.0
4,1.75,2600,11325,1.0,0,0,4,7,1610,990,47.3954,-122.206,1720,11088,7,46,46,0,1,880,0.24563763962389404,0,18200,0.38076923076923075,288000.0
2,1.0,860,5265,1.0,0,0,3,6,860,0,47.5048,-122.272,1650,8775,2,84,84,0,0,-790,0.11787268555521499,0,5160,0.0,278277.0
5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,47.6166,-122.287,3050,7556,5,110,21,0,1,780,0.04628358240239308,0,34470,0.3133159268929504,572000.0
4,2.5,3500,7048,2.0,0,0,3,9,3500,0,47.6811,-122.025,3920,7864,6,10,10,0,0,-420,0.3161019139454783,0,31500,0.0,634900.0
3,3.0,2420,13959,1.0,0,0,4,8,1740,680,47.7486,-122.23,2570,13300,4,27,27,0,1,-150,0.1752203469920065,0,19360,0.2809917355371901,445000.0
4,2.5,2720,8666,2.0,0,0,3,9,2720,0,47.3846,-122.169,2410,8100,9,23,23,0,0,310,0.2751511766284146,0,24480,0.0,282255.0
5,2.25,2500,13500,1.0,0,0,3,7,1850,650,47.7564,-122.144,2300,9750,10,36,36,0,1,200,0.240710718498359,0,17500,0.26,515000.0
3,1.75,1670,6720,1.0,0,0,3,7,1140,530,47.7198,-122.193,1670,7320,2,35,35,0,1,0,0.17959334620191064,0,11690,0.31736526946107785,445950.0
5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,47.5461,-122.151,2310,10300,7,30,30,0,1,590,0.19081200171896964,0,23200,0.5,760184.5
2,1.0,1640,14100,1.0,0,0,4,7,1140,500,47.5712,-122.143,1520,13527,8,61,61,0,1,120,0.19231175211098994,0,11480,0.3048780487804878,760184.5
4,2.5,1890,15770,2.0,0,0,4,7,1890,0,47.4281,-122.343,2410,15256,7,47,47,0,0,-520,0.17843323681422235,0,13230,0.0,390000.0
4,1.75,2950,9025,1.0,0,2,4,8,1780,1170,47.7128,-122.223,2120,9600,2,40,40,0,1,830,0.15253317671903255,0,23600,0.39661016949152544,445950.0
4,2.5,2160,9528,2.0,0,0,3,9,2160,0,47.3341,-122.255,2280,9937,10,23,23,0,0,-120,0.282812340607692,0,19440,0.0,260000.0
4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,47.5399,-122.181,2320,11004,10,29,29,0,1,960,0.1650057574753064,0,26240,0.3079268292682927,380000.0
3,2.0,1970,4166,2.0,0,3,5,8,1270,700,47.5717,-122.375,2390,4166,7,86,86,0,1,-420,0.05505143049912828,0,15760,0.3553299492385787,395750.0
4,2.5,3360,22111,2.0,0,0,3,10,3360,0,47.5951,-122.017,3150,11374,7,21,21,0,0,210,0.3152954487460938,1,33600,0.0,739999.0
3,2.0,1320,8959,1.0,0,0,3,7,1320,0,47.3536,-122.144,1740,7316,8,22,22,0,0,-420,0.31494185177584344,0,9240,0.0,291500.0
3,2.5,2650,7286,2.0,0,0,3,8,2650,0,47.5084,-122.154,2400,7220,3,25,25,0,0,250,0.2031857524532665,0,21200,0.0,435000.0
3,1.5,2030,8880,1.0,0,0,3,7,1330,700,47.5586,-122.311,2140,5592,6,52,52,0,1,-110,0.0520669760980973,0,14210,0.3448275862068966,342500.0
3,1.75,1590,11914,1.0,0,2,3,7,1090,500,47.4427,-122.274,1630,9052,5,58,58,0,1,-40,0.17351616639379527,0,11130,0.31446540880503143,264000.0
4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,47.6053,-122.077,4550,19508,6,13,13,0,1,0,0.2551015876077595,1,45500,0.42857142857142855,642000.0
3,2.5,2440,7632,2.0,0,0,3,8,2440,0,47.3494,-122.301,2510,7903,8,17,17,0,0,-70,0.258676342172992,0,19520,0.0,267475.0
3,2.5,1940,9000,1.0,0,0,4,7,970,970,47.6933,-122.393,2190,7310,6,67,67,0,1,-250,0.10627897252043966,0,13580,0.5,544000.0
3,2.5,2040,3810,2.0,0,0,3,8,2040,0,47.3537,-122.0,2370,4590,4,9,9,0,0,-330,0.4171889979373819,0,16320,0.0,342000.0
3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,47.476000000000006,-122.337,1460,10139,1,51,51,0,1,740,0.13029217167581006,0,15400,0.4909090909090909,390000.0
3,1.75,1920,3300,1.0,0,0,4,8,960,960,47.6239,-122.298,1740,4000,2,102,102,0,1,180,0.038420046850564764,0,15360,0.5,915000.0
4,2.75,1800,7750,1.0,0,0,4,8,1400,400,47.7776,-122.384,1800,8275,4,50,50,0,1,0,0.17908537070347152,0,14400,0.2222222222222222,554000.0
4,2.25,2180,7297,2.0,0,0,3,8,2180,0,47.6459,-122.058,2250,9781,6,31,31,0,0,-70,0.2769601054303566,0,17440,0.0,642000.0
2,1.0,1010,5000,1.5,0,0,4,6,1010,0,47.6692,-122.297,1460,5000,2,107,107,0,0,-450,0.0721180282592321,0,6060,0.0,675000.0
4,2.75,3320,10574,2.0,0,0,5,8,2220,1100,47.5376,-122.18,2720,8330,1,55,55,0,1,600,0.16685433767210694,0,26560,0.3313253012048193,380000.0
4,2.5,2370,4000,1.5,0,2,5,8,1980,390,47.601000000000006,-122.294,2440,5750,2,87,87,0,1,-70,0.0384532183308491,0,18960,0.16455696202531644,450000.0
5,1.75,1660,78408,1.5,0,0,3,6,1660,0,47.529,-121.837,1660,78408,10,100,100,0,0,0,0.5010826778087558,0,9960,0.0,502500.0
5,2.5,3650,9050,2.0,0,4,5,10,3370,280,47.6345,-122.367,2880,5400,5,94,94,0,1,770,0.04493217110268109,1,36500,0.07671232876712329,744975.0
4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,47.5503,-122.102,3860,11244,6,18,18,0,1,430,0.23679277860609885,1,47190,0.372960372960373,760184.5
4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,47.5503,-122.102,3860,11244,12,18,18,0,1,430,0.23679277860609885,1,47190,0.372960372960373,760184.5
4,2.25,1950,7700,1.0,0,0,3,8,1350,600,47.4441,-122.125,2150,7350,11,36,36,0,1,-200,0.2629958554806511,0,15600,0.3076923076923077,335000.0
3,2.0,2590,14052,1.0,0,0,5,8,1720,870,47.7357,-122.333,1570,8162,4,67,67,0,1,1020,0.12950312737536515,0,20720,0.3359073359073359,375000.0
3,2.5,1930,64904,1.0,0,0,4,8,1930,0,47.346,-122.157,2350,57500,5,27,27,0,0,-420,0.3136304353853474,0,15440,0.0,291500.0
2,1.0,1470,3864,1.0,0,0,4,7,1170,300,47.6638,-122.345,1570,3864,7,99,99,0,1,-100,0.05902685829349329,0,10290,0.20408163265306123,550000.0
4,1.0,800,8775,1.0,0,0,3,6,800,0,47.48,-122.336,1310,8775,11,72,72,0,0,-510,0.1262602471089024,0,4800,0.0,390000.0
5,2.75,3150,7119,2.0,0,0,3,9,3150,0,47.6759,-122.151,1560,8384,5,2,2,0,0,1590,0.19404973589263114,0,28350,0.0,615000.0
3,2.25,2030,16200,2.0,0,0,3,8,2030,0,47.5162,-122.057,2660,17958,10,31,31,0,0,-630,0.2894477673087111,0,16240,0.0,570500.0
3,2.0,1450,11204,1.0,0,0,3,7,1450,0,47.2639,-122.252,1520,9518,7,12,12,0,0,-70,0.35154700965873875,0,10150,0.0,260000.0
3,1.75,1510,10248,1.0,0,0,3,7,1510,0,47.2929,-122.371,1510,9753,2,46,46,0,0,0,0.3157057174015046,0,10570,0.0,268450.0
2,1.0,1240,12092,1.0,0,0,3,6,960,280,47.4957,-122.352,1820,7460,9,93,31,0,1,-580,0.1122776023969192,0,7440,0.22580645161290322,305000.0
2,1.0,1240,12092,1.0,0,0,3,6,960,280,47.4957,-122.352,1820,7460,3,93,31,0,1,-580,0.1122776023969192,0,7440,0.22580645161290322,305000.0
3,2.5,3030,45004,2.0,0,0,3,9,3030,0,47.7721,-122.093,3080,35781,10,28,28,0,0,-50,0.2910182468506005,0,27270,0.0,652475.0
4,2.0,2050,4400,1.5,0,0,4,9,2050,0,47.644,-122.319,2320,5500,9,93,93,0,0,-270,0.040005624604543266,0,18450,0.0,700000.0
3,1.0,1000,7636,1.0,0,0,2,7,1000,0,47.472,-122.344,1150,7600,4,63,63,0,0,-150,0.1347265749583203,0,7000,0.0,390000.0
3,2.25,2370,10289,1.0,0,0,4,9,1590,780,47.592,-122.166,2500,10004,7,38,38,0,1,-130,0.16670587872057815,0,21330,0.3291139240506329,765475.0
4,3.5,2800,6750,2.0,0,0,3,9,1890,910,47.669,-122.275,2370,6120,9,64,13,0,1,430,0.08487785341299854,0,25200,0.325,675000.0
6,1.75,2240,11180,2.0,0,0,4,7,2240,0,47.42,-122.323,1590,7955,4,60,60,0,0,650,0.1864222357982005,0,15680,0.0,265000.0
3,2.0,1810,10530,1.0,0,2,3,8,1810,0,47.1913,-122.012,1910,10450,7,24,24,0,0,-100,0.5240286442552546,0,14480,0.0,279500.0
2,1.0,1070,5000,1.0,0,0,3,7,1070,0,47.6666,-122.331,1710,5000,4,91,91,0,0,-640,0.06041001572587238,0,7490,0.0,550000.0
